,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er,sie,es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,Bild,Bild 1,Bild 2,Bild 3,Bild 4,Infinitif
1475,protestieren,protestiere,,protestierst,,protestiert,protestierte,,protestiert,,protestierte,,protestiere,protestier,,protestiert,,haben,,,,,,,manifestation
1476,beitragen,trage bei,,trägst bei,,trägt bei,trug bei,,beigetragen,,trüge bei,,trag bei,trage bei,,tragt bei,,haben,,,,,,,contribuer
1477,aufdecken,decke auf,,deckst auf,,deckt auf,deckte auf,,aufgedeckt,,deckte auf,,deck auf,decke auf,,deckt auf,,haben,,,,,,,découvrir
1478,erniedrigen,erniedrige,,erniedrigst,,erniedrigt,erniedrigte,,erniedrigt,,erniedrigte,,erniedrige,,,erniedrigt,,haben,,,,,,,humilier
1479,punkten,punkte,,punktest,,punktet,punktete,,gepunktet,,punktete,,punkt,punkte,,punktet,,haben,,,,,,,score
1480,abdrücken,drücke ab,,drückst ab,,drückt ab,drückte ab,,abgedrückt,,drückte ab,,drück ab,drücke ab,,drückt ab,,haben,,,,,,,tirer sur la gâchette
1481,bezeugen,bezeuge,,bezeugst,,bezeugt,bezeugte,,bezeugt,,bezeugte,,bezeug,bezeuge,,bezeugt,,haben,,,,,,,témoigner
1482,zaubern,zaubere,,zauberst,,zaubert,zauberte,,gezaubert,,zauberte,,zauber,zaubere,,zaubert,,haben,,"Makmagic1@gmail.comrr.jpg|thumb|2|Hier wird ''gezaubert,'' dass eine [[Person]] in der [[Luft]] [[schweben|schwebt]]",,,,,évoquer
1483,ringen,ringe,,ringst,,ringt,rang,,gerungen,,ränge,,ring,,,ringt,,haben,,,,,,,lutter
1484,rasten,raste,,rastest,,rastet,rastete,,gerastet,,rastete,,rast,raste,,rastet,,haben,,,,,,,repos
1485,eintragen,trage ein,,trägst ein,,trägt ein,trug ein,,eingetragen,,trüge ein,,trage ein,,,tragt ein,,haben,,,,,,,registre
1486,verschlüsseln,verschlüssle,verschlüssele,verschlüsselst,,verschlüsselt,verschlüsselte,,verschlüsselt,,verschlüsselte,,verschlüssle,verschlüssele,,verschlüsselt,,haben,,,,,,,Crypter
1487,perlen,perle,,perlst,,perlt,perlte,,geperlt,,perlte,,perl,perle,,perlt,,haben,sein,Sektglas-mit-Inhalt.jpg|mini|3|ein ''perlendes'' Sektglas,,,,,perles
1488,erwerben,erwerbe,,erwirbst,,erwirbt,erwarb,,erworben,,erwürbe,,erwirb,,,erwerbt,erwerbet,haben,,,,,,,acquérir
1489,tanken,tanke,,tankst,,tankt,tankte,,getankt,,tankte,,tank,,,tankt,,haben,,,,,,,ravitailler
1490,ausnehmen,nehme aus,,nimmst aus,,nimmt aus,nahm aus,,ausgenommen,,nähme aus,,nimm aus,,,nehmt aus,,haben,,,,,,,exclure
1491,improvisieren,improvisiere,,improvisierst,,improvisiert,improvisierte,,improvisiert,,improvisierte,,improvisiere,improvisier,,improvisiert,,haben,,,,,,,improviser
1492,untertauchen,tauche unter,,tauchst unter,,taucht unter,tauchte unter,,untergetaucht,,tauchte unter,,tauch unter,tauche unter,,taucht unter,,haben,sein,,,,,,submerger
1493,abwenden,wende ab,,wendest ab,,wendet ab,wendete ab,wandte ab,abgewendet,abgewandt,wendete ab,,wende ab,,,wendet ab,,haben,,,,,,,éviter
1494,schneien,schneie,,schneist,,schneit,schneite,,geschneit,,schneite,,schnei,schneie,,schneit,,haben,sein,,,,,,neige
1495,durchdringen,durchdringe,,durchdringst,,durchdringt,durchdrang,,durchdrungen,,durchdränge,,durchdring,durchdringe,,durchdringt,,haben,,,,,,,pénétrer
1496,bedrücken,bedrücke,,bedrückst,,bedrückt,bedrückte,,bedrückt,,bedrückte,,bedrück,bedrücke,,bedrückt,,haben,,,,,,,déprimer
1497,ernten,ernte,,erntest,,erntet,erntete,,geerntet,,erntete,,ernt,ernte,,erntet,,haben,,,,,,,récolter
1498,klarmachen,mache klar,,machst klar,,macht klar,machte klar,,klargemacht,,machte klar,,mach klar,mache klar,,macht klar,,haben,,,,,,,préciser
1499,killen,kille,,killst,,killt,killte,,gekillt,,killte,,kille,,,killt,,haben,,,,,,,tuer
1500,verlängern,verlängere,,verlängerst,,verlängert,verlängerte,,verlängert,,verlängerte,,verlängere,,,verlängert,,haben,,,,,,,étendre
1501,schimpfen,schimpfe,,schimpfst,,schimpft,schimpfte,,geschimpft,,schimpfte,,schimpf,,,schimpft,,haben,,,,,,,coup de gueule
1502,durchsetzen,setze durch,,setzt durch,,setzt durch,setzte durch,,durchgesetzt,,setzte durch,,setze durch,,,setzt durch,,haben,,,,,,,faire passer
1503,stabilisieren,stabilisiere,,stabilisierst,,stabilisiert,stabilisierte,,stabilisiert,,stabilisierte,,stabilisier,stabilisiere,,stabilisiert,,haben,,,,,,,stabiliser
1504,entzünden,entzünde,,entzündest,,entzündet,entzündete,,entzündet,,entzündete,,entzünd,entzünde,,entzündet,,haben,,Candle and Match.ogg|mini|1|ein [[Streichholz]] wird an einer [[Kerze]] ''entzündet'',,,,,enflammer
1505,konfrontieren,konfrontiere,,konfrontierst,,konfrontiert,konfrontierte,,konfrontiert,,konfrontierte,,konfrontiere,konfrontier,,konfrontiert,,haben,,,,,,,affronter
1506,auskommen,komme aus,,kommst aus,,kommt aus,kam aus,,ausgekommen,,käme aus,,komme aus,,,kommt aus,,sein,,,,,,,se débrouiller
1507,übermitteln,übermittle,,übermittelst,,übermittelt,übermittelte,,übermittelt,,übermittelte,,übermittle,,,übermittelt,,haben,,,,,,,transférer
1508,austricksen,trickse aus,,trickst aus,,trickst aus,trickste aus,,ausgetrickst,,trickste aus,,tricks aus,trickse aus,,trickst aus,,haben,,,,,,,astuce
1509,ausbreiten,breite aus,,breitest aus,,breitet aus,breitete aus,,ausgebreitet,,breitete aus,,breite aus,,,breitet aus,,haben,,,,,,,propagé
1510,ohrfeigen,ohrfeige,,ohrfeigst,,ohrfeigt,ohrfeigte,,geohrfeigt,,ohrfeigte,,ohrfeige,,,ohrfeigt,,haben,,,,,,,claques
1511,windeln,windle,windele,windelst,,windelt,windelte,,gewindelt,,windelte,,windle,windele,,windelt,,haben,,,,,,,couches
1512,bestreiten,bestreite,,bestreitest,,bestreitet,bestritt,,bestritten,,bestritte,,bestreite,,,bestreitet,,haben,,,,,,,refuser
1513,pflücken,pflücke,,pflückst,,pflückt,pflückte,,gepflückt,,pflückte,,pflücke,pflück,,pflückt,,haben,,,Teapickers-near-kericho.JPG|thumb|1|[[Teepflücker]] ''pflücken'' [[Teeblatt|Teeblätter]] auf einer [[Plantage]] in [[Kenia]].,Picking Cherries.jpg|thumb|1|[[Kirsche]]n ''pflücken'' [[hoch]] [[oben]] im [[Baum]],,,prendre
1514,verführen,verführe,,verführst,,verführt,verführte,,verführt,,verführte,,verführe,,,verführt,,haben,,,,,,,séduire
1515,losen,lose,,lost,,lost,loste,,gelost,,loste,,lose,,,lost,,haben,,The British Army in North-west Europe 1944-45 BU1536.jpg|thumb|1|[[Soldat]]en der [[britisch]]en [[Armee]] ''losen'' im Januar 1945 um ihren [[Heimaturlaub]],,,,,résoudre
1516,zerren,zerre,,zerrst,,zerrt,zerrte,,gezerrt,,zerrte,,zerr,zerre,,zerrt,,haben,,,,,,,remorqueur
1517,wahrnehmen,nehme wahr,,nimmst wahr,,nimmt wahr,nahm wahr,,wahrgenommen,,nähme wahr,,nimm wahr,,,nehmt wahr,,haben,,"Bokeh a Milano.jpg|thumb|1|Wenn man eine [[Brille]] [[brauchen|braucht]] und keine [[haben|hat]], kann man [[nichts]] mehr [[scharf]] ''wahrnehmen.''",,,,,percevoir
1518,züchten,züchte,,züchtest,,züchtet,züchtete,,gezüchtet,,züchtete,,züchte,,,züchtet,,haben,,,,,,,race
1519,abschlachten,schlachte ab,,schlachtest ab,,schlachtet ab,schlachtete ab,,abgeschlachtet,,schlachtete ab,,schlachte ab,,,schlachtet ab,,haben,,,,,,,abattage
1520,anstoßen,stoße an,stoß an,stößt an,,stößt an,stieß an,,angestoßen,,stieße an,,stoße an,stoß an,,stoßt an,,haben,sein,,,,,,coup de coude
1521,auferstehen,auferstehe,erstehe auf,auferstehst,erstehst auf,aufersteht,auferstand,erstand auf,auferstanden,,auferstünde,erstünde auf,aufersteh,auferstehe,,aufersteht,ersteht auf,sein,,,,,,,ressusciter
1522,mitteln,mittle,mittel,mittelst,,mittelt,mittelte,,gemittelt,,mittelte,,mittle,mittel,,mittelt,,haben,,,,,,,moyenne
1523,auffahren,fahre auf,,fährst auf,,fährt auf,fuhr auf,,aufgefahren,,führe auf,,fahr auf,fahre auf,,fahrt auf,,sein,,,,,,,monter
1524,aufwärmen,wärme auf,,wärmst auf,,wärmt auf,wärmte auf,,aufgewärmt,,wärmte auf,,wärme auf,,,wärmt auf,,haben,,,,,,,réchauffer
1525,hocken,hocke,,hockst,,hockt,hockte,,gehockt,,hockte,,hock,hocke,,hockt,,haben,sein,,,,,,s'accroupir
1526,steigern,steigere,,steigerst,,steigert,steigerte,,gesteigert,,steigerte,,steiger,steigere,,steigert,,haben,,,,,,,augmenter
1527,absuchen,suche ab,,suchst ab,,sucht ab,suchte ab,,abgesucht,,suchte ab,,such ab,suche ab,,sucht ab,,haben,,,,,,,recherche
1528,gebühren,gebühre,,gebührst,,gebührt,gebührte,,gebührt,,gebührte,,gebühre,,,gebührt,,haben,,,,,,,frais
1529,würdigen,würdige,,würdigst,,würdigt,würdigte,,gewürdigt,,würdigte,,würdig,würdige,,würdigt,,haben,,Hans Bethe and Swedish King.jpg|thumb|1|Das Nobelpreiskommitee ''würdigt'' die [[wissenschaftlich]]en [[Leistung]]en von [[w:Hans Bethe|Hans Bethe]],,,,,apprécier
1530,scannen,scanne,,scannst,,scannt,scannte,,gescannt,,scannte,,scanne,scann,,scannt,,haben,,,,,,,scanner
1531,verjagen,verjage,,verjagst,,verjagt,verjagte,,verjagt,,verjagte,,verjag,verjage,,verjagt,,haben,,,,,,,chasser
1532,abbiegen,biege ab,,biegst ab,,biegt ab,bog ab,,abgebogen,,böge ab,,bieg ab,biege ab,,biegt ab,,haben,sein,,,,,,tourner
1533,verbrauchen,verbrauche,,verbrauchst,,verbraucht,verbrauchte,,verbraucht,,verbrauchte,,verbrauche,,,verbraucht,,haben,,,,,,,consommer
1534,hinziehen,ziehe hin,,ziehst hin,,zieht hin,zog hin,,hingezogen,,zöge hin,,ziehe hin,zieh hin,,zieht hin,,sein,,,,,,,arrêtez-vous
1535,lauschen,lausche,,lauschst,lauscht,lauscht,lauschte,,gelauscht,,lauschte,,lausche,lausch,,lauscht,,haben,,Rémy Cogghe Madame reçoit 1908 without frame.jpg|thumb|1|die ''lauschen'' an der [[Tür]],,,,,écouter
1536,hungern,hungere,,hungerst,,hungert,hungerte,,gehungert,,hungerte,,hungere,,,hungert,,haben,,"Starved girl.jpg|thumb|2|Eine von 800 Millionen auf der [[Erde]], die [[permanent]] ''hungern'' muss",,,,,affamer
1537,abspielen,spiele ab,,spielst ab,,spielt ab,spielte ab,,abgespielt,,spielte ab,,spiele ab,,,spielt ab,,haben,,,,,,,jouer
1538,ankündigen,kündige an,,kündigst an,,kündigt an,kündigte an,,angekündigt,,kündigte an,,kündige an,,,kündigt an,,haben,,,,,,,annoncer
1539,einbilden,bilde ein,,bildest ein,,bildet ein,bildete ein,,eingebildet,,bildete ein,,bilde ein,,,bildet ein,,haben,,,,,,,imaginer
1540,fortfahren,fahre fort,,fährst fort,,fährt fort,fuhr fort,,fortgefahren,,führe fort,,fahr fort,fahre fort,,fahrt fort,,sein,haben,,,,,,Continuer
1541,sichten,sichte,,sichtest,,sichtet,sichtete,,gesichtet,,sichtete,,sichte,,,sichtet,,haben,,,,,,,vue
1542,aussterben,sterbe aus,,stirbst aus,,stirbt aus,starb aus,,ausgestorben,,stürbe aus,,stirb aus,,,sterbt aus,,sein,,Mammuthus by J. Smit.jpg|thumb|1|Die letzten [[Mammut]]s ''starben'' vor ca. 4.000 [[Jahr]]en in [[Sibirien]] ''aus.'',,,,,disparaître
1543,verkraften,verkrafte,,verkraftest,,verkraftet,verkraftete,,verkraftet,,verkraftete,,verkraft,verkrafte,,verkraftet,,haben,,,,,,,faire face
1544,mitkriegen,kriege mit,,kriegst mit,,kriegt mit,kriegte mit,,mitgekriegt,,kriegte mit,,krieg mit,kriege mit,,kriegt mit,,haben,,,,,,,se débrouiller
1545,einfrieren,friere ein,,frierst ein,,friert ein,fror ein,,eingefroren,,fröre ein,,frier ein,friere ein,,friert ein,,sein,haben,,,,,,geler
1546,abliefern,liefere ab,,lieferst ab,,liefert ab,lieferte ab,,abgeliefert,,lieferte ab,,liefer ab,liefere ab,,liefert ab,,haben,,,,,,,livrer
1547,verzaubern,verzaubere,,verzauberst,,verzaubert,verzauberte,,verzaubert,,verzauberte,,verzauber,verzaubere,,verzaubert,,haben,,,,,,,enchanter
1548,schiffen,schiffe,,schiffst,,schifft,schiffte,,geschifft,,schiffte,,schiff,schiffe,,schifft,,haben,,,,,,,navires
1549,einweihen,weihe ein,,weihst ein,,weiht ein,weihte ein,,eingeweiht,,weihte ein,,weih ein,weihe ein,,weiht ein,,haben,,,,,,,lancer
1550,erzielen,erziele,,erzielst,,erzielt,erzielte,,erzielt,,erzielte,,erziele,,,erzielt,,haben,,,,,,,atteindre
1551,zusammenleben,lebe zusammen,,lebst zusammen,,lebt zusammen,lebte zusammen,,zusammengelebt,,lebte zusammen,,leb zusammen,lebe zusammen,,lebt zusammen,,haben,,,,,,,vivre ensemble
1552,falten,falte,,faltest,,faltet,faltete,,gefaltet,gefalten,faltete,,falte,falt,,faltet,,haben,,256Schichten.JPG|thumb|1|Ein [[Blatt]] [[Papier]] wurde 256-mal ''gefaltet.'',,,,,pli
1553,umfallen,falle um,,fällst um,,fällt um,fiel um,,umgefallen,,fiele um,,fall um,,,fallt um,,sein,,,,,,,tomber sur
1554,schmieden,schmiede,,schmiedest,,schmiedet,schmiedete,,geschmiedet,,schmiedete,,schmiede,,,schmiedet,,haben,,,Blacksmith at work02.jpg|thumb|1|''schmieden'' eines [[Eisenstab]]es,"Acampamento Farroupilha, Parque da Harmonia, Porto Alegre, Brasil 2015 17.webm|thumb|1|''schmieden'' auf einem [[Amboss]]",,,forger
1555,schrauben,schraube,,schraubst,,schraubt,schraubte,,geschraubt,,schraubte,,schraube,schraub,,schraubt,,haben,,,,,,,vis
1556,schminken,schminke,,schminkst,,schminkt,schminkte,,geschminkt,,schminkte,,schmink,,,schminkt,,haben,,Woman applying make-up.jpg|220px|1|Lidschatten ''schminken'',,,,,se maquiller
1557,beheben,behebe,,behebst,,behebt,behob,,behoben,,behöbe,,behebe,,,behebt,,haben,,,,,,,remède
1558,verabreichen,verabreiche,,verabreichst,,verabreicht,verabreichte,,verabreicht,,verabreichte,,verabreiche,,,verabreicht,,haben,,,,,,,administrer
1559,erhoffen,erhoffe,,erhoffst,,erhofft,erhoffte,,erhofft,,erhoffte,,erhoff,erhoffe,,erhofft,,haben,,,,,,,espoir
1560,auszahlen,zahle aus,,zahlst aus,,zahlt aus,zahlte aus,,ausgezahlt,,zahlte aus,,zahl aus,zahle aus,,zahlt aus,,haben,,,,,,,payer
1561,schwänzen,schwänze,,schwänzt,,schwänzt,schwänzte,,geschwänzt,,schwänzte,,schwänze,schwänz,,schwänzt,,haben,,,,,,,sauter
1562,ausrasten,raste aus,,rastest aus,,rastet aus,rastete aus,,ausgerastet,,rastete aus,,rast aus,raste aus,,rastet aus,,sein,haben,,,,,,flipper
1563,auslachen,lache aus,,lachst aus,,lacht aus,lachte aus,,ausgelacht,,lachte aus,,lach aus,lache aus,,lacht aus,,haben,,,,,,,rire de
1564,erhören,erhöre,,erhörst,,erhört,erhörte,,erhört,,erhörte,,erhöre,,,erhört,,haben,,,,,,,entendre
1565,überholen,überhole,,überholst,,überholt,überholte,,überholt,,überholte,,überhol,überhole,,überholt,,haben,,,Inhalen.gif|mini|1|ein blaues Auto ''überholt'' ein graues Auto auf der rechten Fahrbahn,Pothole_repair.jpg|mini|2|ein Mann ''überholt'' eine Straße,,,dépasser
1566,strafen,strafe,,strafst,,straft,strafte,,gestraft,,strafte,,strafe,straf,,straft,,haben,,,,,,,Punir
1567,abriegeln,riegele ab,,riegelst ab,,riegelt ab,riegelte ab,,abgeriegelt,,riegelte ab,,riegele ab,,,riegelt ab,,haben,,,,,,,obturer
1568,färben,färbe,,färbst,,färbt,färbte,,gefärbt,,färbte,,färbe,,,färbt,,haben,,,,,,,teindre
1569,alarmieren,alarmiere,,alarmierst,,alarmiert,alarmierte,,alarmiert,,alarmierte,,alarmier,alarmiere,,alarmiert,,haben,,,,,,,alerte
1570,betonen,betone,,betonst,,betont,betonte,,betont,,betonte,,betone,,,betont,,haben,,,,,,,souligner
1571,verschicken,verschicke,,verschickst,,verschickt,verschickte,,verschickt,,verschickte,,verschick,verschicke,,verschickt,,haben,,,,,,,envoyer
1572,kitzeln,kitzele,kitzle,kitzelst,,kitzelt,kitzelte,,gekitzelt,,kitzelte,,kitzele,,,kitzelt,,haben,,,,,,,chatouiller
1573,weiden,weide,,weidest,,weidet,weidete,,geweidet,,weidete,,weide,,,weidet,,haben,,,,,,,pâturer
1574,reihen,reihe,,reihst,,reiht,reihte,,gereiht,,reihte,,reih,,,reiht,,haben,,,,,,,Lignes
1575,aufessen,esse auf,,isst auf,,isst auf,aß auf,,aufgegessen,,äße auf,,iss auf,,,esst auf,,haben,,,,,,,dévorer
1576,überreichen,überreiche,,überreichst,,überreicht,überreichte,,überreicht,,überreichte,,überreich,überreiche,,überreicht,,haben,,,,,,,remettre
1577,renovieren,renoviere,,renovierst,,renoviert,renovierte,,renoviert,,renovierte,,renoviere,renovier,,renoviert,,haben,,"Bundesarchiv Bild 183-1986-0820-025, Schwerin, Friedensschule, Renovierungsarbeiten.jpg|260px|1|zwei Handwerker renovieren eine Schule",,,,,rénover
1578,niederschlagen,schlage nieder,,schlägst nieder,,schlägt nieder,schlug nieder,,niedergeschlagen,,schlüge nieder,,schlag nieder,schlage nieder,,schlagt nieder,,haben,,,,,,,abattre
1579,rudern,rudere,,ruderst,,rudert,ruderte,,gerudert,,ruderte,,rudere,ruder,,rudert,,sein,haben,,Rudern-Achter.jpg|mini|1|diese Männer ''rudern'' in einem Achter,Gig-Rowing-Tom-Corser-2005.ogg|mini|1|''Rudern'' auf See,,,aviron
1580,entfliehen,entfliehe,,entfliehst,,entflieht,entfloh,,entflohen,,entflöhe,,entflieh,entfliehe,,entflieht,,sein,,,,,,,s'échapper
1581,zubereiten,bereite zu,,bereitest zu,,bereitet zu,bereitete zu,,zubereitet,,bereitete zu,,bereite zu,,,bereitet zu,,haben,,,,,,,préparer
1582,reinlassen,lasse rein,,lässt rein,,lässt rein,ließ rein,,reingelassen,,ließe rein,,lass rein,lasse rein,,lasst rein,,haben,,,,,,,laisser entrer
1583,nachschauen,schaue nach,,schaust nach,,schaut nach,schaute nach,,nachgeschaut,,schaute nach,,schau nach,schaue nach,,schaut nach,,haben,,,,,,,regarder
1584,überstürzen,überstürze,,überstürzt,,überstürzt,überstürzte,,überstürzt,,überstürzte,,überstürze,überstürz,,überstürzt,,haben,,,,,,,se précipiter
1585,besteigen,besteige,,besteigst,,besteigt,bestieg,,bestiegen,,bestiege,,besteig,,,besteigt,,haben,,,,,,,grimper
1586,hinstellen,stelle hin,,stellst hin,,stellt hin,stellte hin,,hingestellt,,stellte hin,,stell hin,stelle hin,,stellt hin,,haben,,,,,,,déposer
1587,abschleppen,schleppe ab,,schleppst ab,,schleppt ab,schleppte ab,,abgeschleppt,,schleppte ab,,schleppe ab,,,schleppt ab,,haben,,,"Praha, Břevnov, Vypich, odtah autobusu.JPG|250px|1|Ein Bus ''wird abgeschleppt.''","Bundesarchiv Bild 183-43422-0001, Briefträger der Deutschen Post mit Paketen.jpg|250px|3|Ein Postmitarbeiter ''schleppt sich'' mit Paketen ''ab.''",,,remorquer
1588,verschütten,verschütte,,verschüttest,,verschüttet,verschüttete,,verschüttet,,verschüttete,,verschütt,verschütte,,verschüttet,,haben,,,,,,,répandre
1589,schütten,schütte,,schüttest,,schüttet,schüttete,,geschüttet,,schüttete,,schütt,schütte,,schüttet,,haben,,,,,,,verser
1590,verspüren,verspüre,,verspürst,,verspürt,verspürte,,verspürt,,verspürte,,verspüre,,,verspürt,,haben,,,,,,,sentir
1591,beeinträchtigen,beeinträchtige,,beeinträchtigst,,beeinträchtigt,beeinträchtigte,,beeinträchtigt,,beeinträchtigte,,beeinträchtige,,,beeinträchtigt,,haben,,,,,,,affecter
1592,berufen,berufe,,berufst,,beruft,berief,,berufen,,beriefe,,beruf,,,beruft,,haben,,,,,,,nommé
1593,spendieren,spendiere,,spendierst,,spendiert,spendierte,,spendiert,,spendierte,,spendiere,spendier,,spendiert,,haben,,,,,,,faire un don
1594,befassen,befasse,,befasst,,befasst,befasste,,befasst,,befasste,,befass,befasse,,befasst,,haben,,,,,,,traiter avec
1595,einschätzen,schätze ein,,schätzt ein,,schätzt ein,schätzte ein,,eingeschätzt,,schätzte ein,,schätz ein,schätze ein,,schätzt ein,,haben,,,,,,,évaluer
1596,vorhersagen,sage vorher,,sagst vorher,,sagt vorher,sagte vorher,,vorhergesagt,,sagte vorher,,sag vorher,sage vorher,,sagt vorher,,haben,,,,,,,prédire
1597,sabotieren,sabotiere,,sabotierst,,sabotiert,sabotierte,,sabotiert,,sabotierte,,sabotier,sabotiere,,sabotiert,,haben,,,,,,,sabotage
1598,zwiebeln,zwieble,zwiebele,zwiebelst,,zwiebelt,zwiebelte,,gezwiebelt,,zwiebelte,,zwieble,zwiebele,,zwiebelt,,haben,,,,,,,oignons
1599,toben,tobe,,tobst,,tobt,tobte,,getobt,,tobte,,tob,tobe,,tobt,,haben,,,,,,,rage
1600,raffinieren,raffiniere,,raffinierst,,raffiniert,raffinierte,,raffiniert,,raffinierte,,raffinier,raffiniere,,raffiniert,,haben,,Lompen Zucker-Museum.jpg|mini|1|Kolonialzucker wurde erst in Europa ''raffiniert'',,,,,affiner
1601,verstummen,verstumme,,verstummst,,verstummt,verstummte,,verstummt,,verstummte,,verstumm,verstumme,,verstummt,,sein,,,,,,,se taire
1602,berücksichtigen,berücksichtige,,berücksichtigst,,berücksichtigt,berücksichtigte,,berücksichtigt,,berücksichtigte,,berücksichtige,,,berücksichtigt,,haben,,,,,,,prendre en compte
1603,türken,türke,,türkst,,türkt,türkte,,getürkt,,türkte,,türke,,,türkt,,haben,,,,,,,Turcs
1604,brummen,brumme,,brummst,,brummt,brummte,,gebrummt,,brummte,,brumme,brumm,,brummt,,haben,,,,,,,hum
1605,bombardieren,bombardiere,,bombardierst,,bombardiert,bombardierte,,bombardiert,,bombardierte,,bombardiere,bombardier,,bombardiert,,haben,,,,,,,bombe
1606,entsorgen,entsorge,,entsorgst,,entsorgt,entsorgte,,entsorgt,,entsorgte,,entsorg,entsorge,,entsorgt,,haben,,,3MuelltonnenDeutschland.jpg|thumb|1|durch [[Mülltrennung]] werden [[unterschiedlich]]e [[Abfall|Abfälle]] in [[unterschiedlich]]en [[Mülleimer]]n ''entsorgt'',Mülltrennung.jpg|thumb|1|[[Glas]] wird in [[Glascontainer]]n ''entsorgt'',,,disposer
1607,beschatten,beschatte,,beschattest,,beschattet,beschattete,,beschattet,,beschattete,,beschatte,,,beschattet,,haben,,,,,,,ombre
1608,durchsagen,sage durch,,sagst durch,,sagt durch,sagte durch,,durchgesagt,,sagte durch,,sage durch,,,sagt durch,,haben,,,,,,,annoncer
1609,vorspielen,spiele vor,,spielst vor,,spielt vor,spielte vor,,vorgespielt,,spielte vor,,spiel vor,spiele vor,,spielt vor,,haben,,,,,,,agir
1610,wegziehen,ziehe weg,,ziehst weg,,zieht weg,zog weg,,weggezogen,,zöge weg,,zieh weg,,,zieht weg,,sein,haben,,,,,,s'éloigner
1611,absteigen,steige ab,,steigst ab,,steigt ab,stieg ab,,abgestiegen,,stiege ab,,steig ab,steige ab,,steigt ab,,sein,,,,,,,descendre
1612,eingeben,gebe ein,,gibst ein,,gibt ein,gab ein,,eingegeben,,gäbe ein,,gib ein,,,gebt ein,,haben,,,,,,,saisir
1613,verspotten,verspotte,,verspottest,,verspottet,verspottete,,verspottet,,verspottete,,verspotte,,,verspottet,,haben,,,,,,,se moquer
1614,abstoßen,stoße ab,,stößt ab,,stößt ab,stieß ab,,abgestoßen,,stieße ab,,stoße ab,,,stoßt ab,,haben,,,,,,,repousser
1615,zerschlagen,zerschlage,,zerschlägst,,zerschlägt,zerschlug,,zerschlagen,,zerschlüge,,zerschlag,zerschlage,,zerschlagt,,haben,,,,,,,brisé
